id: 195	9.036596	3.778984	13.091757	
id: 196	12.861956	4.993479	17.161186	
id: 200	0.204156	5.529710	14.074653	
id: 201	0.400252	5.238281	13.977248	
id: 202	1.806636	5.247699	13.806872	
id: 203	2.655565	5.236799	14.567954	
id: 204	5.320479	4.623291	14.150035	
id: 205	5.477904	4.697213	14.202260	
id: 206	6.817094	4.863396	14.563859	
id: 207	7.711514	4.574151	14.062028	
id: 208	7.964055	4.536435	14.156924	
id: 209	8.331091	4.570246	12.700274	
id: 210	8.837523	4.675923	12.950437	
id: 214	0.011040	5.772509	14.270409	
id: 215	0.915418	6.083717	13.599660	
id: 216	1.850489	5.497548	13.668153	
id: 217	1.905884	5.591245	13.606206	
id: 218	2.857828	5.275380	11.982870	
id: 219	3.692104	5.158535	12.226606	
id: 220	4.151777	4.922120	12.142625	
id: 221	5.026143	5.016817	12.862294	
id: 222	7.203547	4.626247	12.172139	
id: 223	7.694671	4.749749	12.399230	
id: 224	8.697876	4.940706	12.745761	
id: 229	-0.189599	6.236930	12.912295	
id: 230	0.975661	6.147061	13.540816	
id: 231	1.128064	6.257343	13.654575	
id: 232	1.786170	5.861614	12.999843	
id: 233	2.613336	5.738460	12.800182	
id: 234	3.065257	5.385748	11.245501	
id: 235	4.481494	5.634322	12.551664	
id: 236	4.756401	5.537604	12.236237	
id: 237	4.831086	5.031604	11.133565	
