id: 0	-11.085248	-9.209299	17.615634	
id: 1	-10.507779	-9.400927	18.327978	
id: 2	-9.943753	-9.308535	18.171669	
id: 3	-8.213012	-9.689986	18.647897	
id: 4	-7.948153	-9.692019	19.000787	
id: 5	-5.625517	-9.346250	18.377593	
id: 7	4.248422	-9.695701	18.332132	
id: 8	4.900403	-9.869062	18.444177	
id: 9	11.899682	-9.285360	18.475774	
id: 10	12.746308	-9.257900	17.933449	
id: 11	-9.978504	-7.691040	16.804481	
id: 12	-9.378151	-8.979721	18.211848	
id: 13	-8.406110	-8.462943	18.199587	
id: 14	-7.704773	-9.307282	18.744706	
id: 15	-6.250189	-8.793766	18.616667	
id: 16	-5.256695	-8.545059	18.478881	
id: 19	13.833748	-9.318028	20.034929	
id: 20	-10.875318	-7.679817	17.122151	
id: 21	-9.951013	-7.041839	17.125412	
id: 22	-9.115649	-7.759515	18.097500	
id: 23	-8.489367	-8.023582	17.951223	
id: 24	-6.649378	-7.356565	18.421856	
id: 25	-6.364539	-7.688546	18.405568	
id: 26	-5.006202	-7.863503	19.672828	
id: 27	-0.848389	-4.466014	11.490451	
id: 28	-0.047071	-5.331587	12.791847	
id: 29	0.074524	-5.360835	12.730029	
id: 30	-10.850428	-5.857881	16.509385	
id: 31	-10.235270	-5.767419	16.682516	
id: 32	-9.280189	-6.763485	17.260822	
id: 33	-8.457513	-6.761513	17.699778	
id: 34	-6.663661	-6.759846	18.188486	
id: 35	-5.745447	-6.786314	18.272206	
id: 36	-5.358333	-6.309598	18.461757	
id: 37	-3.984301	-5.906396	17.343790	
id: 38	-2.368566	-4.429106	12.972589	
id: 40	-9.054048	-4.444494	13.094652	
id: 41	-10.032863	-5.295405	16.652386	
id: 42	-8.900177	-4.647037	16.527571	
id: 43	-7.758439	-5.916886	17.856618	
id: 44	-6.489570	-5.924454	17.658560	
id: 45	-5.043755	-4.392785	15.647234	
id: 46	-5.161182	-6.112249	18.227786	
id: 47	-3.446340	-5.030029	15.636876	
id: 48	-9.451032	-4.697302	16.843812	
id: 49	-8.708885	-4.523488	16.497081	
id: 50	-5.166543	-2.465868	11.254646	
id: 51	-5.592571	-3.118684	13.791104	
id: 52	-5.032196	-4.240818	15.611409	
id: 53	-4.747878	-3.581048	16.255211	
id: 54	-8.880725	-2.844672	15.498683	
id: 55	-8.480903	-2.971877	15.785583	
id: 56	-5.189141	-2.429242	11.317993	
id: 57	-5.123410	-2.674051	15.915046	
id: 58	-4.755142	-3.128674	15.890548	
id: 59	-11.724890	-2.861291	17.937342	
id: 60	-7.220411	-1.625771	14.354546	
id: 61	-6.741361	-1.751564	14.285974	
id: 62	-5.749581	-1.973892	13.996568	
id: 63	-4.836194	-2.118933	13.338492	
id: 64	-4.345422	-2.505071	15.541906	
id: 65	8.133997	-1.501022	11.796556	
id: 66	8.651345	-1.550625	12.155924	
id: 69	-10.446318	-1.677575	18.886573	
id: 70	-7.815358	-1.503997	14.748293	
id: 71	-6.986591	-1.178044	14.084859	
id: 72	-6.307393	-1.584949	15.562925	
id: 75	7.138041	-0.772903	13.205554	
id: 76	6.658991	-0.793147	12.026934	
id: 77	6.512949	-0.980901	10.813184	
id: 78	21.107394	-3.618235	30.162810	
id: 82	-11.143438	-0.820045	19.008861	
id: 83	-2.900154	0.087954	15.520650	
id: 84	6.017051	-0.084381	14.195323	
id: 85	5.266813	-0.236977	11.493777	
id: 86	9.286885	-0.309051	17.064175	
id: 87	10.217465	-0.633417	17.555926	
id: 88	10.895459	-0.323131	17.129235	
id: 89	11.828261	-0.153313	16.716047	
id: 90	10.643283	-0.224978	14.609067	
id: 93	-4.063629	0.759810	16.908676	
id: 96	4.772206	0.595328	15.573749	
id: 97	6.125107	0.605620	16.419746	
id: 98	6.361990	0.532717	16.522671	
id: 99	7.820016	0.617830	17.604579	
id: 100	9.788757	0.282220	17.631173	
id: 101	10.055516	0.630056	17.796129	
id: 102	11.414529	0.390029	18.127460	
id: 103	12.364770	0.401855	17.968015	
id: 104	11.676872	0.502213	15.975367	
id: 105	-3.757636	1.317384	10.328205	
id: 108	2.408016	1.355657	14.330769	
id: 109	4.373573	1.762677	17.720849	
id: 110	5.204199	1.704435	17.193884	
id: 111	6.030434	1.360734	17.446210	
id: 112	7.312774	1.189839	17.381497	
id: 113	7.876566	1.459243	17.528574	
id: 114	9.684723	0.903148	17.715497	
id: 115	10.231485	1.205790	17.804311	
id: 116	11.828364	1.250481	17.885655	
id: 117	12.085299	1.172922	17.905202	
id: 118	11.912175	0.755536	16.225400	
id: 125	-1.786357	2.605803	15.033484	
id: 127	0.325710	2.579613	16.331868	
id: 128	0.609067	2.375189	15.949763	
id: 129	2.380859	2.686803	16.831742	
id: 130	3.537001	2.668132	17.388881	
id: 131	4.652899	2.002308	17.791083	
id: 132	5.093587	1.846284	17.105988	
id: 133	5.502386	2.691960	16.871611	
id: 134	7.397698	2.235010	17.024164	
id: 135	7.699721	2.071967	17.237384	
id: 136	8.285615	1.777728	16.417835	
id: 137	11.000842	1.957344	16.579784	
id: 138	11.382156	2.387155	16.687036	
id: 139	11.093761	2.235469	14.977129	
id: 146	-2.261171	3.222905	16.267102	
id: 147	-1.516810	2.622768	14.936554	
id: 148	-0.498368	3.264689	15.287890	
id: 149	0.866538	2.832375	15.736315	
id: 150	2.155840	3.329993	16.438158	
id: 151	2.448481	3.511785	16.497716	
id: 152	3.603017	3.037022	17.298991	
id: 153	4.506539	2.735343	16.030218	
id: 154	5.649584	3.138390	16.316708	
id: 155	6.806429	2.738191	16.419407	
id: 156	7.349044	2.799086	16.427323	
id: 157	7.990281	3.287832	15.778226	
id: 158	9.645126	2.945675	15.815687	
id: 159	10.861821	2.728092	16.319886	
id: 160	11.315365	2.588620	16.590112	
id: 161	10.428411	2.226316	14.418130	
id: 164	1.994305	-7.216467	-32.421399	
id: 165	-1.094589	4.310648	15.533522	
id: 166	-0.268806	3.460579	15.262208	
id: 167	0.859694	3.847652	13.958963	
id: 168	1.100308	3.873478	13.957536	
id: 169	2.843784	3.841345	15.942121	
id: 170	3.298025	4.176094	16.041436	
id: 171	4.940502	4.184936	15.513853	
id: 173	6.357124	3.766051	14.815511	
id: 174	7.140220	3.984191	15.258832	
id: 175	7.680576	3.441358	15.212158	
id: 176	9.170286	3.550177	15.121038	
id: 177	9.260115	3.633974	14.597809	
id: 178	9.924891	3.451848	14.690809	
id: 179	10.716720	3.594647	14.394819	
id: 181	-1.761345	2.556546	7.682174	
id: 182	-1.562707	4.482180	15.630600	
id: 183	0.142277	4.005012	14.004905	
id: 184	0.987706	4.185911	13.852918	
id: 185	1.127087	4.069643	13.884628	
id: 186	2.189859	4.828090	14.571485	
id: 187	3.660770	4.726342	14.909569	
id: 188	4.866449	4.443082	15.198734	
id: 189	5.081268	4.356067	15.388342	
id: 190	6.042000	3.934188	14.430758	
id: 191	7.187436	4.198382	15.069703	
id: 192	7.842776	4.092747	14.516624	
id: 193	8.164858	4.174401	14.599012	
id: 194	9.220028	4.308803	14.237940	
