id: 0	-0.729384	-0.618715	1.444576	
id: 1	-0.670887	-0.580858	1.357046	
id: 2	-0.461319	-0.655627	1.473605	
id: 3	-0.424972	-0.615138	1.388358	
id: 4	-0.279331	-0.494146	1.088275	
id: 5	-0.178767	-0.476518	1.017612	
id: 6	-0.162976	-0.450819	0.971007	
id: 9	0.182509	-0.545440	1.165872	
id: 11	0.290476	-0.533982	1.131587	
id: 12	0.341181	-0.552114	1.175892	
id: 13	0.469650	-0.631454	1.356786	
id: 16	-0.583726	-0.575640	1.442226	
id: 17	-0.601393	-0.628263	1.578546	
id: 18	-0.380817	-0.495097	1.221021	
id: 19	-0.244032	-0.348242	0.854546	
id: 20	0.189297	-0.507296	1.147672	
id: 21	0.290626	-0.491245	1.172207	
id: 22	0.336352	-0.527695	1.172072	
id: 23	0.355270	-0.541995	1.193339	
id: 24	0.517077	-0.611254	1.398150	
id: 27	-0.512076	-0.268977	0.837657	
id: 28	-0.489786	-0.264724	0.820903	
id: 30	-0.415629	-0.451832	1.306984	
id: 31	-0.381404	-0.451131	1.330314	
id: 32	0.185411	-0.455121	1.174047	
id: 33	0.187286	-0.448387	1.144044	
id: 34	0.284520	-0.455066	1.167936	
id: 35	0.348337	-0.527523	1.307830	
id: 36	0.548817	-0.502740	1.304707	
id: 37	0.556599	-0.509096	1.271678	
id: 38	-0.515266	-0.435837	1.501085	
id: 39	-0.484692	-0.451221	1.480074	
id: 40	-0.426569	-0.454058	1.474982	
id: 41	0.221961	-0.414803	1.277563	
id: 42	0.288622	-0.465502	1.305344	
id: 43	0.359930	-0.467470	1.296060	
id: 44	0.435030	-0.426850	1.280234	
id: 45	0.472322	-0.451226	1.338556	
id: 46	0.565777	-0.496177	1.339507	
id: 47	0.581194	-0.489922	1.332200	
id: 48	-0.489765	-0.396703	1.564371	
id: 49	-0.413575	-0.363414	1.457510	
id: 50	0.383699	-0.372647	1.195707	
id: 51	0.466237	-0.404840	1.313808	
id: 52	0.519440	-0.402199	1.287731	
id: 53	0.580715	-0.389011	1.290826	
id: 54	-0.409578	-0.271644	1.432202	
id: 55	-0.375255	-0.320571	1.402633	
id: 56	0.333121	-0.310096	1.269344	
id: 57	0.356268	-0.333790	1.306011	
id: 58	0.417170	-0.317362	1.191765	
id: 59	0.439358	-0.322155	1.205547	
id: 60	0.553549	-0.363672	1.314196	
id: 61	0.582738	-0.377629	1.301596	
id: 62	-0.422017	-0.244430	1.406486	
id: 63	-0.371890	-0.220329	1.363587	
id: 65	0.178520	-0.244845	1.289008	
id: 66	0.188397	-0.240826	1.290083	
id: 67	0.331793	-0.264509	1.220262	
id: 68	0.381265	-0.301249	1.301906	
id: 69	0.444558	-0.310004	1.373026	
id: 70	0.494502	-0.257242	1.296182	
id: 71	0.581688	-0.314002	1.341182	
id: 72	0.614107	-0.318445	1.350638	
id: 73	-0.366899	-0.186301	1.337156	
id: 74	-0.238446	-0.137573	1.159829	
id: 76	-0.138960	-0.160005	1.268785	
id: 79	0.037834	-0.170918	1.321546	
id: 80	0.104510	-0.185734	1.320723	
id: 81	0.167685	-0.208680	1.307079	
id: 82	0.186313	-0.201890	1.268969	
